pub_date,keyword_name,keyword_value,word_count,score,headline_main
 2004-06-29T04:00:00+0000,glocations,OHIO,691,0.0,CASES;  Their  Coats  Are  White,  but  Their  Hands  Are  Green 
 2004-12-30T00:00:00Z,glocations,UNITEDSTATES,1053,0.0,Pentagon  Said  To  Offer  Cuts  In  the  Billions 
 2004-12-29T00:00:00Z,glocations,SRILANKA,1152,0.0,Toll  Soaring,  Survivors  Face  a  2nd  Terror:  Disease 
 2004-12-26T00:00:00Z,glocations,IRAQ,868,0.0,Margaret  Hassan  [  b.  1945  ];  Death  Betrayed  Her 
 2004-12-25T00:00:00Z,glocations,IRAQ,933,0.0,A  Day  Before  Christmas,  Fear  Keeps  Pews  Empty  in  Baghdad 
 2004-12-20T00:00:00Z,glocations,SPAIN,1259,0.0,Bombings  in  Spain  Are  Seen  as  a  Sign  of  Basque  Group's  Decline,  Not  Strength 
 2004-12-18T00:00:00Z,glocations,GUANTANAMOBAYNAVALBASE(CUBA),578,0.0,Officials  Describe  Secret  C.I.A.  Center  at  Guantánamo 
 2004-12-17T00:00:00Z,glocations,LOSANGELES(CALIF),919,0.0,Los  Angeles  Groups  Agree  to  Airport  Growth,  for  a  Price 
 2004-12-12T00:00:00Z,glocations,GREATBRITAIN,974,0.0,Homeland  Security  Department  Experiments  With  New  Tool  to  Track  Financial  Crime 
 2004-12-08T00:00:00Z,glocations,ISRAEL,586,0.0,Israeli  Soldier  Dies  in  Gaza;  Army  Kills  4  Palestinians 
 2004-12-07T00:00:00Z,glocations,NEWYORKSTATE,1039,0.0,Immigrant  Group  Sues  State  Over  Halt  to  Some  Benefits 
 2004-12-05T00:00:00Z,glocations,SYRIA,599,0.0,Where  the  Welcome  May  Be  Elusive 
 2004-11-28T00:00:00Z,glocations,NEWJERSEY,731,0.0,New  Jersey  (Not  So)  Confidential 
 2004-11-25T00:00:00Z,glocations,EUROPE,1166,0.0,Dutch  Try  to  Thwart  Terror  Without  Being  Overzealous 
 2004-11-22T00:00:00Z,glocations,NEWYORKCITY,1645,0.0,On  New  York's  Streets,  Warning  of  a  Crackdown  by  China 
 2004-11-22T00:00:00Z,glocations,FAREAST,SOUTHANDSOUTHEASTASIAANDPACIFICAREAS,4123,0.0,New  York  Port  Hums  Again,  With  Asian  Trade 
 2004-11-17T00:00:00Z,glocations,IRAQ,1202,0.0,Sides  in  Falluja  Fight  for  Hearts  and  Minds 
 2004-11-16T00:00:00Z,glocations,CANADA,748,0.0,A  Little  Late,  But  a  Stand  Against  Hate 
 2004-11-14T00:00:00Z,glocations,NEWYORKCITY,2294,0.0,The  Smart  Sport 
 2004-11-14T00:00:00Z,glocations,IRAQ,2159,0.0,The  Terrorist  as  Auteur 
 2004-11-13T00:00:00Z,glocations,NEWYORKCITY,403,0.0,Towns  Explore  Gaining  Control  Of  Troubled  Ferry  Company 
 2004-11-12T00:00:00Z,glocations,MOROCCO,73,0.0,World  Briefing  |  Europe:  The  Netherlands:  Report  Says  2  Terror  Suspects  Are  Dutch-Americans 
 2004-11-12T00:00:00Z,glocations,KAZAKHSTAN,116,0.0,World  Briefing  |  Asia:  Kazakhstan:  Terror  Cell  Broken  Up 
 2004-11-09T00:00:00Z,glocations,NEWYORKCITY,1187,0.0,New  Study  Puts  Sept.  11  Payout  At  $38  Billion 
 2004-11-08T00:00:00Z,glocations,IRAQ,891,0.0,Early  Target  Of  Offensive  Is  a  Hospital 
 2004-11-04T00:00:00Z,glocations,IRAQ,776,0.0,Most  of  the  Troops  in  Iraq  Have  Other  Things  Than  the  Election  on  Their  Minds,  Like  War 
 2004-10-31T00:00:00Z,glocations,GREATBRITAIN,2770,0.0,Antickes  and  Frets1 
 2004-10-31T00:00:00Z,glocations,SPAIN,777,0.0,Spanish  Prisons  Provide  Pool  Of  Recruits  for  Radical  Islam 
 2004-10-30T00:00:00Z,glocations,NEWMEXICO,1955,0.0,An  Evolving  Identity  Helps  to  Leave  Five  States  in  Search  of  a  President 
 2004-10-27T00:00:00Z,glocations,NEWYORKCITY,634,0.0,Many  Dominicans  Skeptical  As  Report  Is  Silent  on  Terror 
 2004-10-26T00:00:00Z,glocations,SUDAN,1261,0.0,Unrelenting  Attacks  on  Women  in  West  Sudan  Provoke  an  International  Outcry 
 2004-10-25T00:00:00Z,glocations,IRAQ,1192,0.0,How  to  Make  New  Enemies 
 2004-10-24T00:00:00Z,glocations,WESTCHESTERCOUNTY(NY),846,0.0,Duck  and  Cover,  Redux 
 2004-10-24T00:00:00Z,glocations,NEWYORKCITY,2609,0.0,Will  the  Market  Stay  Strong,  Or  Will  It  Fold? 
 2004-10-23T00:00:00Z,glocations,RUSSIA,1589,0.0,Russia  Steps  Up  Antiterror  Drive  as  Chechen  War  Spreads 
 2004-10-21T00:00:00Z,glocations,UNITEDSTATES,714,0.0,9/11  Panel  Members  Put  Backing  Behind  Senate  Bill 
 2004-10-20T00:00:00Z,glocations,SPAIN,439,0.0,Video  of  Madrid  Train  Attacks  Released  by  Police 
 2004-10-18T00:00:00Z,glocations,RUSSIA,356,0.0,Russian  Official  Says  Beslan  Rebels  Were  Addicts 
 2004-10-17T00:00:00Z,glocations,EGYPT,53,0.0,Corrections 
 2004-10-17T00:00:00Z,glocations,FRANCE,668,0.0,Euro  Disney  Pins  Hope  on  Additions 
 2004-10-16T00:00:00Z,glocations,NEWYORKCITY,636,0.0,Police  Dept.  in  Talks  to  Coordinate  Terrorism  Information 
 2004-10-14T00:00:00Z,glocations,IRAQ,1276,0.0,Saudis  Blame  U.S.  and  Its  Role  in  Iraq  for  Rise  of  Terror 
 2004-10-14T00:00:00Z,glocations,GREECE,335,0.0,Greece  Lists  Terror  Scares  During  Games 
 2004-10-13T00:00:00Z,glocations,SUDAN,748,0.0,As  Humans  Are  Hunted 
 2004-10-12T00:00:00Z,glocations,GREECE,73,0.0,World  Briefing  |  Europe:  Greece:  Radicals  Get  25  Years 
 2004-10-09T00:00:00Z,glocations,RUSSIA,381,0.0,U.N.  Council  Initiates  Effort  Against  Terror 
 2004-10-08T00:00:00Z,glocations,SIALKOT(PAKISTAN),576,0.0,Pakistan  Bans  Public  Meetings  After  40  Die  in  a  Car  Bombing 
 2004-10-03T00:00:00Z,glocations,MOUNTVERNON(NY),801,0.0,Please  Turn  Down  the  War.  We  Can't  Hear  the  Other  Issues. 
 2004-10-01T00:00:00Z,glocations,IRAQ,1562,0.0,A  Vast  Arms  Buildup,  Yet  Not  Enough  for  Wars 
 2004-10-01T00:00:00Z,glocations,UNITEDSTATES,638,0.0,9/11  Commissioners  Say  Bill's  Added  Provisions  Are  Harmful 
 2004-09-30T00:00:00Z,glocations,WESTBANK,557,0.0,Children  on  Both  Sides  Killed  on  Northern  Border  of  Gaza  Strip 
 2004-09-30T00:00:00Z,glocations,NEWYORKCITY,800,0.0,Heady  Days,  Immortalized  Where  the  Ticker  Tape  Fell 
 2004-09-29T00:00:00Z,glocations,NEWYORKCITY,393,0.0,2  Agencies  Get  HUD  Award  to  Fight  Housing  Bias 
 2004-09-28T00:00:00Z,glocations,IRAQ,743,0.0,The  Insurgency  Buster 
 2004-09-26T00:00:00Z,glocations,WESTCHESTERCOUNTY(NY),2235,0.0,The  Airport  As  Flight  Boutique 
 2004-09-26T00:00:00Z,glocations,CENTRALAMERICA,4591,0.0,TATTOOED  WARRIORS:  The  Next  Generation;  Shuttling  Between  Nations,  Latino  Gangs  Confound  the  Law 
 2004-09-26T00:00:00Z,glocations,NEWMEXICO,1287,0.0,In  Dying  Desert  Town,  Residents  Eagerly  Await  'Terror  Attacks' 
 2004-09-23T00:00:00Z,glocations,CLIFTON(NJ),2197,0.0,Online  and  Even  Near  Home,  a  New  Front  Is  Opening  in  the  Global  Terror  Battle 
 2004-09-23T00:00:00Z,glocations,KHANYUNIS(GAZA),574,0.0,Bombing  Kills  2  Policemen  In  Jerusalem 
 2004-09-19T00:00:00Z,glocations,WESTCHESTERCOUNTY(NY),648,0.0,Board  Rejects  Parts  of  Patriot  Act 
 2004-09-17T00:00:00Z,glocations,NEWYORKCITY,732,0.0,Where  Time,  Not  Terrorism,  Is  the  Enemy 
 2004-09-14T00:00:00Z,glocations,JAMAICA,915,0.0,Unable  to  Save  Their  Houses,  Jamaicans  Manage  at  Least  to  Save  One  Another 
 2004-09-13T00:00:00Z,glocations,RUSSIA,1397,0.0,After  School  Siege,  Russia  Also  Mourns  Secret  Heroes 
 2004-09-12T00:00:00Z,glocations,IRAQ,879,0.0,The  World;  Hostage-Takers  Teach  the  French  the  Limits  of  Diplomacy 
 2004-09-12T00:00:00Z,glocations,NEWYORKCITY,1399,0.0,Rituals  of  Grief,  On  a  Day  Eased  Only  by  Time 
 2004-09-10T00:00:00Z,glocations,RUSSIA,1814,0.0,From  Dismal  Chechnya,  Women  Turn  to  Bombs 
 2004-09-09T00:00:00Z,glocations,NEWYORKCITY,758,0.0,Add  Water,  And  Presto,  It's  New  York 
 2004-09-09T00:00:00Z,glocations,ITALY,890,0.0,Abduction  of  Peace  Activists  Brings  War  Home  in  Italy 
 2004-09-09T00:00:00Z,glocations,NEWYORKCITY,1886,0.0,Legal  Battles  Reflect  Unhealed  Wounds  of  Terror  Attack 
 2004-09-08T00:00:00Z,glocations,RUSSIA,1065,0.0,To  Speed  Healing,  Ossetians  Cling  Together 
 2004-09-08T00:00:00Z,glocations,RUSSIA,50,0.0,Relief  Organizations 
 2004-09-07T00:00:00Z,glocations,NEWYORKCITY,1484,0.0,A  Universe  of  Loss  and  Recovery  For  9/11  Families,  Survey  Shows 
 2004-09-07T00:00:00Z,glocations,RUSSIA,763,0.0,Cult  Of  Death 
 2004-09-06T00:00:00Z,glocations,RUSSIA,1453,0.0,In  School's  Ruins,  a  Town  Confronts  the  Unthinkable 
 2004-09-05T00:00:00Z,glocations,NEWYORKCITY,847,0.0,A  Lasting  Gift,  From  a  Terrific  Club  Nobody  Wanted  to  Join 
 2004-09-05T00:00:00Z,glocations,RUSSIA,932,0.0,The  World:  Moral  Calculus;  To  Negotiate  or  Not 
 2004-09-05T00:00:00Z,glocations,RUSSIA,2082,0.0,Captives'  52  Hours  of  Horror:  Heat,  Hunger,  and  Then  Death 
 2004-09-04T00:00:00Z,glocations,RUSSIA,1406,0.0,An  Agonizing  Vigil  Leads  to  Reunion  or  Despair 
 2004-09-04T00:00:00Z,glocations,RUSSIA,384,0.0,The  Region,  a  Primer 
 2004-09-04T00:00:00Z,glocations,RUSSIA,578,0.0,Back  Tax  Bill  Against  Yukos  Is  Increased 
 2004-09-03T00:00:00Z,glocations,INGUSHETIA(RUSSIANREPUBLIC),1194,0.0,Some  Children  Freed,  But  Standoff  Continues 
 2004-09-02T00:00:00Z,glocations,GERMANY,89,0.0,Jitters  Over  Al  Qaeda 
 2004-08-31T00:00:00Z,glocations,NEWYORKCITY,1108,0.0,First  Night,  Single  Theme  For  Double  Term:  Sept.  11 
 2004-08-30T00:00:00Z,glocations,NEWYORKCITY,735,0.0,Metro  Matters;  It's  Politics  In  a  City  Full  of  Theater 
 2004-08-22T00:00:00Z,glocations,NEWYORKSTATE,874,0.0,Give  New  York  Its  Fair  Share  of  Homeland  Money 
 2004-08-22T00:00:00Z,glocations,NEWJERSEY,819,0.0,I  Still  Have  Work  to  Do 
 2004-08-22T00:00:00Z,glocations,NEWYORKCITY,1080,0.0,How  Jealous  Is  That  Novice  by  the  Window? 
 2004-08-22T00:00:00Z,glocations,NEWYORKCITY,1026,0.0,Study:  Intelligence  on  Qaeda  Money  Lacking 
 2004-08-22T00:00:00Z,glocations,NEWYORKSTATE,876,0.0,Give  New  York  Its  Fair  Share  of  Homeland  Funds 
 2004-08-22T00:00:00Z,glocations,ALBERTA(CANADA),1727,0.0,Vistas  Bleak  and  Wondrous 
 2004-08-22T00:00:00Z,glocations,ISRAEL,870,0.0,Remembrance  of  Terror  Past 
 2004-08-20T00:00:00Z,glocations,KENSICORESERVOIR(NY),563,0.0,Study  Weighs  Terror  Threat  to  Kensico  Dam 
 2004-08-20T00:00:00Z,glocations,WHISTLER(BRITISHCOLUMBIA),647,0.0,Finding  Satisfaction  At  the  Top 
 2004-08-19T00:00:00Z,glocations,NEWYORKSTATE,1521,0.0,Immigrants  Face  Loss  of  Licenses  in  ID  Crackdown 
 2004-08-17T00:00:00Z,glocations,NEWYORKCITY,502,0.0,Interrogating  the  Protesters 
 2004-08-16T00:00:00Z,glocations,NEWYORKCITY,232,0.0,Security  a  Selling  Point  for  2012 
 2004-08-15T00:00:00Z,glocations,NEWYORKCITY,1074,0.0,The  World;  Intelligence:  Why  a  Fix  Is  So  Elusive 
 2004-08-14T00:00:00Z,glocations,SPAIN,281,0.0,Basque  Group  Renews  Attacks,  Spain  Charges 
 2004-08-14T00:00:00Z,glocations,NEWYORKCITY,1353,0.0,Police  Tactic  Against  Terror:  Let's  Network 
 2004-08-14T00:00:00Z,glocations,NEWYORKCITY,1337,0.0,Making  Sense  of  New  York,  From  86  Stories  Up;  Views  From  the  Empire  State  Building,  Mapped  Out  in  Steel 
 2004-08-14T00:00:00Z,glocations,NEWYORKCITY,619,0.0,Eloise  Gets  a  New  Landlord:  Plaza  Sells  for  $675  Million 
 2004-08-13T00:00:00Z,glocations,NEWYORKCITY,313,0.0,Terror  Fund  Is  the  Target  of  Ads  by  Council  and  Labor  Group 
 2004-08-11T00:00:00Z,glocations,GREATBRITAIN,1023,0.0,Being  Clear  About  Present  Dangers 
 2004-08-11T00:00:00Z,glocations,RUSSIA,740,0.0,An  American  Hiroshima 
 2004-08-10T00:00:00Z,glocations,NEWYORKCITY,1198,0.0,U.S.  Security  Officers  Will  Take  Over  Passenger  Screening  on  Helicopter  Tours 
 2004-08-09T00:00:00Z,glocations,GUJRAT(PAKISTAN),964,0.0,Arrests  and  Plots  Give  South  Africans  a  New  Problem 
 2004-08-08T00:00:00Z,glocations,NEWYORKCITY,1250,0.0,The  Nation:  Spin  Again;  What,  Us  Worry?  The  New  State  of  Disbelief 
 2004-08-08T00:00:00Z,glocations,WESTCHESTERCOUNTY(NY),132,0.0,New  County  Precautions  Under  Terror  Alert 
 2004-08-08T00:00:00Z,glocations,UNITEDSTATES,1857,0.0,Sensing  the  Eyes  of  Big  Brother,  and  Pushing  Back 
 2004-08-08T00:00:00Z,glocations,NEWYORKCITY,5829,0.0,THE  PRECINCT:  Life  in  the  Fifth;  Policing  a  City  Where  Streets  Are  Less  Mean 
 2004-08-07T00:00:00Z,glocations,NEWJERSEY,783,0.0,Sour  Surprise  For  Officers  Who  Raided  Container  Ship 
 2004-08-07T00:00:00Z,glocations,NEWYORKCITY,1303,0.0,As  Convention  Week  Nears,  Many  Plot  Escapes 
 2004-08-06T00:00:00Z,glocations,GREATBRITAIN,622,0.0,Europe  Takes  New  Alerts  With  Grain  of  Salt 
 2004-08-06T00:00:00Z,glocations,ISRAEL,790,0.0,With  About  50  Warnings  Daily,  Israel  Handles  Most  Quietly 
 2004-08-05T00:00:00Z,glocations,NEWYORKCITY,737,0.0,Metro  Matters;  Elephant  Has  Left  The  Building 
 2004-08-05T00:00:00Z,glocations,NEWYORKCITY,772,0.0,Coverage  Tied  to  Locale  Of  Warnings 
 2004-08-05T00:00:00Z,glocations,NEWYORKCITY,1329,0.0,Evacuation  Plans  Due  for  High  Rises  In  New  York  City 
 2004-08-05T00:00:00Z,glocations,NEWYORKCITY,1169,0.0,Star-Spangled  Fear,  Across  Two  Centuries;  Exhibition  Looks  at  Response  to  Threats  on  U.S.  Soil 
 2004-08-05T00:00:00Z,glocations,KENOSHA(WIS),1489,0.0,An  American  Debate:  How  Severe  the  Threat? 
 2004-08-04T00:00:00Z,glocations,IRAQ,854,0.0,In  the  Line  of  Fire 
 2004-08-04T00:00:00Z,glocations,NEWYORKCITY,1038,0.0,In  Age  of  Terror,  How  Long  Should  Security  Stay  Tight? 
 2004-08-03T00:00:00Z,glocations,NEWARK(NJ),707,0.0,A  Surprise  at  Prudential:  It's  a  Terror  Target 
 2004-08-03T00:00:00Z,glocations,NEWYORKCITY,867,0.0,City  Ponders  Financial  Costs  Of  Terror  Alert 
 2004-08-03T00:00:00Z,glocations,NEWYORKCITY,692,0.0,Few  Measures  Exist  to  Avert  Truck  Bombs,  Experts  Say 
 2004-08-03T00:00:00Z,glocations,NEWYORKCITY,839,0.0,Federal,  State  and  Local  Officials  Step  Up  Security  Efforts  in  Wake  of  New  Threats 
 2004-08-02T00:00:00Z,glocations,NEWYORKCITY,1001,0.0,A  Few  Larger  Questions  Beyond  the  Where  and  How 
